Ticker,Sector
TANLA-EQ.NS,NO
SOFTTECHGR-BE.NS,NO
SOFTTECHGR-EQ.NS,NO
COMPUSOFT.NS,Consumer Defensive
SOMATEX-BE.NS,NO
SOMATEX-EQ.NS,NO
TELEDATAI.NS,NO
SURANASOL-EQ.NS,NO
COMPUSOFT-EQ.NS,NO
PRITHVI-BZ.NS,NO
CALSOFT.NS,Technology
SOBHA.NS,Real Estate
AURIONPRO.NS,Technology
PRITHVISO.NS,NO
8KMILES.NS,NO
SOBHA-EQ.NS,NO
SONATSOFTW-EQ.NS,NO
SOMATEX.NS,Consumer Cyclical
SURYAJYOTI-EQ.NS,NO
SPMLINFRA.NS,Industrials
SPENTEX.NS,Consumer Cyclical
SPECIALITY.NS,Consumer Cyclical
SPLIL.NS,Consumer Cyclical
VSSL.NS,Basic Materials
SRF.NS,Basic Materials
SRICHAMUN.NS,NO
SREEL.NS,Consumer Cyclical
SRGINFOTEC-EQ.NS,NO
SREINFRA.NS,Financial Services
SREEL-EQ.NS,NO
TVSSRICHAK.NS,Consumer Cyclical
SRGINFOTEC-BE.NS,NO
SRSLTD.NS,NO
SSLT.NS,NO
SSLT-EQ.NS,NO
STRTECH.NS,NO
STINDIA-BE.NS,NO
STINDIA.NS,Industrial Goods
STAN-DR.NS,NO
STINDIA-EQ.NS,NO
VISASTEEL.NS,Basic Materials
STERTOOLS.NS,Industrials
STEL-BE.NS,NO
STRTECH-EQ.NS,NO
PRAKASHSTL-EQ.NS,NO
STERTOOLS-EQ.NS,NO
STEL.NS,Consumer Defensive
SUPREMEINF.NS,Industrials
SUZLON.NS,Industrials
SUNTECK.NS,Real Estate
SUMEETINDS.NS,Consumer Cyclical
SUNCLAYLTD.NS,Consumer Cyclical
SUPRAJIT-EQ.NS,NO
SUPRAJIT.NS,Consumer Cyclical
SUNDARAM-BE.NS,NO
SUPERHOUSE.NS,Consumer Cyclical
SUMMITSEC.NS,Financial Services
MAWANASUG.NS,Consumer Defensive
SUDAR.NS,NO
SUPREMEIND.NS,Industrials
SUPERHOUSE-EQ.NS,NO
SUPERSPIN.NS,Consumer Cyclical
SURYALAXMI.NS,Consumer Cyclical
SUDAR-BE.NS,NO
SURANAIND-BE.NS,NO
UTTAMSUGAR.NS,Consumer Defensive
SUPREMETEX.NS,NO
SUJANATWR.NS,NO
UTTAMSUGAR-EQ.NS,NO
SUPERSPIN-EQ.NS,NO
UGARSUGAR-BE.NS,NO
SUNDARMFIN-EQ.NS,NO
WB3RG-MF.NS,NO
SUPREMETEX-BE.NS,NO
SURANACORP.NS,NO
SUJANATWR-EQ.NS,NO
SAKHTISUG-EQ.NS,NO
PARRYSUGAR-EQ.NS,NO
PARRYSUGAR.NS,NO
SUBEX.NS,NO
SUBEX-EQ.NS,NO
SUMEETINDS-EQ.NS,NO
SWANENERGY.NS,Consumer Cyclical
VETO-SM.NS,NO
SWELECTES.NS,Technology
SYNGENE-EQ.NS,NO
TECPRO-BE.NS,NO
SYNGENE.NS,Healthcare
TECPRO-EQ.NS,NO
BANSWRAS.NS,Consumer Cyclical
SYNDIBANK-EQ.NS,NO
TECPRO-BZ.NS,NO
PRAENG.NS,Real Estate
SYNDIBANK.NS,NO
SYMPHONY-EQ.NS,NO
WEBELSOLAR-EQ.NS,NO
TALBROAUTO.NS,Consumer Cyclical
TATAMETALI.NS,Basic Materials
TARMAT.NS,Industrials
TANTIACONS-EQ.NS,NO
TALBROAUTO-EQ.NS,NO
TNTELE.NS,Technology
TTML-EQ.NS,NO
TATAINVEST.NS,Financial Services
TANTIACONS.NS,Industrials
TANTIACON.NS,NO
TATACOFFEE.NS,Consumer Defensive
TATAINVEST-EQ.NS,NO
TANLA.NS,Technology
TARAPUR.NS,Industrials
TCPLTD.NS,NO
TCPLTD-BE.NS,NO
TCIFINANCE-EQ.NS,NO
TCIDEVELOP-EQ.NS,NO
TEAMLEASE.NS,Industrials
CASTEXTECH-EQ.NS,NO
TIIL.NS,Industrials
VTL-EQ.NS,NO
TFL.NS,Financial Services
TFL-EQ.NS,NO
THOMASCOOK-EQ.NS,NO
INDOTHAI.NS,Financial Services
TIMETECHNO.NS,Consumer Cyclical
TIL.NS,Industrials
TIL-EQ.NS,NO
TIMKEN.NS,Industrials
TIIL-EQ.NS,NO
TIPSINDLTD.NS,Communication Services
TIMBOR.NS,NO
MANGTIMBER-EQ.NS,NO
TIMBOR-BE.NS,NO
TIMKEN-EQ.NS,NO
TIPSINDLTD-EQ.NS,NO
TWL.NS,Industrials
TITAN-IL.NS,NO
VSTTILLERS-EQ.NS,NO
TODAYS-BE.NS,NO
TOKYOPLAST-EQ.NS,NO
TOKYOPLAST.NS,Consumer Cyclical
TPLPLASTEH-EQ.NS,NO
TPLPLASTEH.NS,NO
TRICOM.NS,NO
TRIL.NS,Industrials
TRIVENI.NS,Consumer Defensive
TRICOM-BE.NS,NO
TRIGYN-EQ.NS,NO
TTL-EQ.NS,NO
TTL.NS,Consumer Cyclical
TULIP-BZ.NS,NO
TRITURBINE.NS,Industrials
UBENGG-BZ.NS,NO
UBHOLDINGS-EQ.NS,NO
UCOBANK.NS,Financial Services
UFLEX-EQ.NS,NO
UJAAS-EQ.NS,NO
UJAAS.NS,Technology
CARBORUNIV-EQ.NS,NO
UNITY.NS,Industrials
UNIPLY-EQ.NS,NO
CARBORUNIV.NS,Industrials
UNIVCABLES.NS,Industrials
MAYURUNIQ.NS,Consumer Cyclical
UNITECH-EQ.NS,NO
UPL-EQ.NS,NO
URRAP19P10-MF.NS,NO
UTINIFTETF-EQ.NS,NO
UTISENSETF-EQ.NS,NO
VTL.NS,Consumer Cyclical
VAKRANGEE-EQ.NS,NO
VASCONEQ-EQ.NS,NO
VAKRANGEE.NS,Technology
VASWANI-BE.NS,NO
VARUN-BZ.NS,NO
WABAG.NS,Industrials
VALUEIND.NS,NO
VENUSREM.NS,Healthcare
SPECTACLE-BE.NS,NO
VENKEYS.NS,Consumer Defensive
VEDL-EQ.NS,NO
VENUSREM-EQ.NS,NO
VEDL.NS,Basic Materials
MAGNUM-EQ.NS,NO
VGUARD.NS,Industrials
VISESHINFO.NS,Technology
VISHNU-EQ.NS,NO
VIPUL.NS,NO
VISESHINFO-EQ.NS,NO
VINDHYATEL.NS,Industrials
VINDHYATEL-EQ.NS,NO
VINYLINDIA-EQ.NS,NO
VICEROY.NS,Consumer Cyclical
VIJAYABANK-EQ.NS,NO
VISHNU.NS,Basic Materials
VIPULLTD.NS,Real Estate
VIJAYABANK.NS,NO
VISUINTL-BE.NS,NO
VKSPL-EQ.NS,NO
VLSFINANCE-EQ.NS,NO
VMART-IL.NS,NO
VMART-EQ.NS,NO
VOLTAMP-EQ.NS,NO
VTMLTD.NS,NO
WABCOINDIA-EQ.NS,NO
WALCHANNAG-EQ.NS,NO
WANBURY-BE.NS,NO
WALCHANNAG.NS,Industrials
WELPROJ.NS,NO
WELCORP.NS,Basic Materials
WEALTH-SM.NS,NO
WEIZMANIND.NS,Consumer Cyclical
WELENT-EQ.NS,NO
WHEELS.NS,Consumer Cyclical
INOXWIND-EQ.NS,NO
PRECWIRE.NS,Industrials
INOXWIND.NS,Industrials
WINDMACHIN.NS,Industrials
KRISHNAENG-EQ.NS,NO
WONDERLA-EQ.NS,NO
WSI.NS,Industrials
ADANITRANS-EQ.NS,NO
ADI.NS,NO
AUSTRAL.NS,NO
AUSOMENT.NS,Financial Services
AUTOIND.NS,Consumer Cyclical
HONAUT.NS,Industrials
AUTOLITIND-EQ.NS,NO
BAJAJFINSV.NS,Financial Services
BALAJITELE.NS,Communication Services
BALKRISIND-EQ.NS,NO
BALRAMCHIN.NS,Consumer Defensive
BALKRISIND-BE.NS,NO
BALKRISIND.NS,Consumer Cyclical
CORPBANK.NS,NO
INDBANK.NS,Financial Services
INDUSINDBK-IL.NS,NO
BARTRONICS.NS,Technology
BARTRONICS-EQ.NS,NO
BATAINDIA.NS,Consumer Cyclical
BEARDSELL-BT.NS,NO
BEARDSELL.NS,Industrials
BANARBEADS-EQ.NS,NO
MENONBE-EQ.NS,NO
BRANDHOUSE-BZ.NS,NO
BRANDHOUSE-EQ.NS,NO
BRANDHOUSE.NS,NO
BRIGADE.NS,Real Estate
BRITANNIA.NS,Consumer Defensive
BROADCAST-EQ.NS,NO
CORDSCABLE-EQ.NS,NO
FINCABLES.NS,Industrials
CORDSCABLE.NS,Industrials
PRECAM.NS,Consumer Cyclical
CANTABIL.NS,Consumer Cyclical
CANTABIL-EQ.NS,NO
CANFINHOME.NS,Financial Services
CANDC-EQ.NS,NO
CAPF.NS,NO
RELCAPITAL.NS,Financial Services
CASTEXTECH-BE.NS,NO
CASTROLIND-EQ.NS,NO
MANGCHEFER.NS,Basic Materials
CHROMATIC-EQ.NS,NO
COALINDIA.NS,Energy
MANAKCOAT.NS,Industrials
SAMTEL.NS,NO
SAMTEL-EQ.NS,NO
COLPAL.NS,Consumer Defensive
MITCON-SM.NS,NO
THOMASCOOK.NS,Consumer Cyclical
COSMOFILMS.NS,Consumer Cyclical
SALONACOT.NS,NO
SALONACOT-EQ.NS,NO
DELTAMAGNT.NS,Industrials
DELTACORP-EQ.NS,NO
DENABANK.NS,NO
DENABANK-EQ.NS,NO
MASTEK-BE.NS,NO
ENERGYDEV-BE.NS,NO
MAHLIFE-EQ.NS,NO
INDOWIND.NS,Utilities
INDOWIND-BE.NS,NO
ENGINERSIN.NS,Industrials
TECHNOFAB.NS,Industrials
TECHNOFAB-EQ.NS,NO
A2ZINFRA-EQ.NS,NO
THEJO-SM.NS,NO
ENTEGRA-EQ.NS,NO
ENTEGRA-BE.NS,NO
FIEMIND.NS,Consumer Cyclical
INDUSFILA-BZ.NS,NO
FINPIPE.NS,Industrials
MAGMA-EQ.NS,NO
MICROSEC.NS,NO
L&TFH.NS,Financial Services
REPCOHOME-EQ.NS,NO
GRUH.NS,NO
REPCOHOME.NS,Financial Services
MANAPPURAM-EQ.NS,NO
MICROSEC-EQ.NS,NO
MANAPPURAM.NS,Financial Services
LICHSGFIN-EQ.NS,NO
GRASIM-EQ.NS,NO
GRASIM.NS,Basic Materials
GRAPHITE.NS,Industrials
GREENLAM.NS,Consumer Cyclical
GREENLAM-BE.NS,NO
GREENPLY.NS,Basic Materials
GREENLAM-EQ.NS,NO
GRPLTD.NS,Consumer Cyclical
INDHOTEL.NS,Consumer Cyclical
HOVS.NS,Technology
INNOIND-BZ.NS,NO
INNOIND.NS,NO
REMSONSIND.NS,Consumer Cyclical
3MINDIA.NS,Industrials
INSECTICID.NS,Basic Materials
LINDEINDIA.NS,Basic Materials
SAMINDUS.NS,NO
REPRO-EQ.NS,NO
RESPONIND.NS,Basic Materials
INDOSOLAR.NS,Technology
INDSWFTLTD-EQ.NS,NO
INFY.NS,Technology
MERCATOR-EQ.NS,NO
PRECOT-EQ.NS,NO
REGENCERAM-BE.NS,NO
V2RETAIL.NS,Consumer Cyclical
3IINFOTECH-EQ.NS,NO
LICNETFN50.NS,NO
3IINFOTECH-BE.NS,NO
RELDIVOPP-EQ.NS,NO
INFOBEANS-IT.NS,NO
SADBHIN.NS,Industrials
LICNFENGP-EQ.NS,NO
RELCONS-EQ.NS,NO
TEXINFRA.NS,Real Estate
MELSTAR-EQ.NS,NO
RELNV20-EQ.NS,NO
LICNETFGSC.NS,NO
LICNMFET-EQ.NS,NO
SADBHIN-EQ.NS,NO
3IINFOTECH.NS,NO
INFOMEDIA-EQ.NS,NO
LICNETFGSC-EQ.NS,NO
V2RETAIL-BE.NS,NO
SANOFI.NS,Healthcare
SANCO-SM.NS,NO
THEMISMED-EQ.NS,NO
TRIDENT.NS,Consumer Cyclical
MANAKINDST.NS,NO
PALRED-EQ.NS,NO
MERCATOR.NS,Energy
INSECTICI.NS,NO
COROMANDEL-EQ.NS,NO
SEINV.NS,NO
LINDEINDIA-EQ.NS,NO
MADHUCON.NS,Industrials
M&M.NS,Consumer Cyclical
MAJESCO-BE.NS,NO
MAJESCO-EQ.NS,NO
MANAKSIA.NS,Industrials
MANINDS-EQ.NS,NO
SELMCL.NS,NO
MANDHANA.NS,NO
MANAKSTEEL-EQ.NS,NO
MANUGRAPH.NS,Industrials
MANAKSTEEL-BE.NS,NO
MAXWELL-EQ.NS,NO
MAXWELL.NS,NO
SAMBHAAV-EQ.NS,NO
THEMISMED.NS,Healthcare
MERCK.NS,NO
SAMBANDAM.NS,NO
MINDACORP-EQ.NS,NO
PAEL.NS,Industrial Goods
PRATIBHA-EQ.NS,NO
PRAKASH.NS,Basic Materials
PRICOL-EQ.NS,NO
PROZONINTU.NS,Real Estate
REDINGTON-EQ.NS,NO
REFEX.NS,Energy
REMSONSIN.NS,NO
REPRO.NS,Industrials
SANGAMIND-EQ.NS,NO
SEAMECLTD-EQ.NS,NO
SEAMECLTD.NS,Industrials
SPLIL-EQ.NS,NO
STCINDIA-EQ.NS,NO
INDOTECH.NS,Industrials
INDOTHAI-EQ.NS,NO
INDSWFTLTD-BE.NS,NO
INDSWFTLTD.NS,Healthcare
